"date" "P" "ETpot" "Q"
2012051112 0 0.1202 0.0116
2012051113 0 0.1722 0.0111
2012051114 0 0.1267 0.0111
2012051115 0 0.1429 0.0111
2012051116 0 0.0958 0.0111
2012051117 0 0.0439 0.0105
2012051118 0 0.013 0.0105
2012051119 0 0.0016 0.0105
2012051120 0 0 0.01
2012051121 0 0 0.01
2012051122 0 0 0.01
2012051123 0 0 0.0094
2012051200 0 0 0.0094
2012051201 0 0 0.0094
2012051202 0 0 0.0094
2012051203 0 0 0.0094
2012051204 0 0.0304 0.0089
2012051205 0 0.094 0.0089
2012051206 0 0.1078 0.0089
2012051207 0 0.2156 0.0083
2012051208 0 0.322 0.0083
2012051209 0 0.3303 0.0078
2012051210 0 0.264 0.0078
2012051211 0 0.2308 0.0078
2012051212 0 0.2709 0.0078
2012051213 0 0.2267 0.0072
2012051214 0 0.1631 0.0072
2012051215 0 0.2419 0.0072
2012051216 0 0.2018 0.0072
2012051217 0 0.0732 0.0066
2012051218 0 0.0263 0.0066
2012051219 0 0.0014 0.0066
2012051220 0 0 0.0066
2012051221 0 0 0.0066
2012051222 0 0 0.0066
2012051223 0 0 0.0066
2012051300 0 0 0.0061
2012051301 0 0 0.0061
2012051302 0 0 0.0061
2012051303 0 0.0014 0.0061
2012051304 0 0.0326 0.0061
2012051305 0 0.0909 0.0061
2012051306 0 0.1438 0.0061
2012051307 0 0.2239 0.0061
2012051308 0 0.1614 0.0055
2012051309 0 0.2116 0.0055
2012051310 0 0.2211 0.0055
2012051311 0 0.3595 0.0055
2012051312 0 0.426 0.0055
2012051313 0 0.4097 0.0055
2012051314 0 0.3514 0.0055
2012051315 0 0.2591 0.0055
2012051316 0 0.1112 0.0055
2012051317 0 0.0746 0.0055
2012051318 0 0.0217 0.0055
2012051319 0 0 0.0055
2012051320 0 0 0.0055
2012051321 0 0 0.0055
2012051322 0 0 0.0055
2012051323 0 0 0.0055
2012051400 0 0 0.0055
2012051401 0 0 0.0055
2012051402 0 0 0.0055
2012051403 0 0.0015 0.0055
2012051404 0 0.0333 0.0055
2012051405 0 0.1073 0.0055
2012051406 0 0.1723 0.0055
2012051407 0 0.2525 0.005
2012051408 0 0.3432 0.005
2012051409 0 0.4127 0.005
2012051410 0 0.4203 0.005
2012051411 0 0.4626 0.005
2012051412 0 0.4187 0.005
2012051413 0 0.3991 0.005
2012051414 0 0.3628 0.0044
2012051415 0 0.2948 0.0044
2012051416 0 0.195 0.0044
2012051417 0 0.0937 0.0044
2012051418 0 0.0302 0.0044
2012051419 0 0 0.005
2012051420 0 0 0.005
2012051421 0 0 0.005
2012051422 0 0 0.005
2012051423 0 0 0.005
2012051500 0 0 0.0044
2012051501 0 0 0.0044
2012051502 0 0 0.0044
2012051503 0 0 0.005
2012051504 0.1 0.0027 0.005
2012051505 0 0.0369 0.0044
2012051506 0 0.0697 0.0044
2012051507 0 0.0738 0.005
2012051508 0.1 0.1393 0.0044
2012051509 0 0.2213 0.0044
2012051510 0 0.2991 0.0044
2012051511 0.3 0.0888 0.005
2012051512 0.4 0.1352 0.005
2012051513 2.5 0.026 0.0066
2012051514 0.1 0.1188 0.0066
2012051515 1.2 0.071 0.0078
2012051516 0.9 0.03 0.0089
2012051517 0 0.0642 0.0094
2012051518 0 0.0232 0.0083
2012051519 0.3 0 0.0072
2012051520 0.1 0 0.0072
2012051521 0 0 0.0072
2012051522 0 0 0.0066
2012051523 0 0 0.0066
2012051600 0 0 0.0066
2012051601 0 0 0.0066
2012051602 0 0 0.0066
2012051603 0 0.0027 0.0066
2012051604 0 0.0315 0.0066
2012051605 0 0.0657 0.0066
2012051606 0 0.1272 0.0066
2012051607 0.9 0.1696 0.0066
2012051608 0.2 0.2449 0.0066
2012051609 0.1 0.2982 0.0066
2012051610 0 0.3105 0.0061
2012051611 0 0.2996 0.0061
2012051612 0 0.3803 0.0061
2012051613 0 0.3516 0.0061
2012051614 0 0.316 0.0055
2012051615 0 0.2545 0.0055
2012051616 0 0.13 0.0055
2012051617 0 0.0848 0.0055
2012051618 0 0.0315 0.0055
2012051619 0 0.0014 0.005
2012051620 0 0 0.005
2012051621 0 0 0.005
2012051622 0 0 0.005
2012051623 0 0 0.005
2012051700 0 0 0.005
2012051701 0 0 0.005
2012051702 0 0 0.005
2012051703 0 0.0015 0.005
2012051704 0 0.0378 0.005
2012051705 0 0.109 0.005
2012051706 0 0.189 0.005
2012051707 0 0.2748 0.005
2012051708 0 0.3489 0.0044
2012051709 0 0.3198 0.0044
2012051710 0 0.4027 0.0044
2012051711 0 0.3285 0.0044
2012051712 0 0.3344 0.0044
2012051713 0 0.3751 0.0044
2012051714 0 0.25 0.0044
2012051715 0 0.1672 0.0044
2012051716 0 0.0945 0.0044
2012051717 0 0.0509 0.0044
2012051718 0 0.0145 0.0044
2012051719 0 0.0015 0.0044
2012051720 0 0 0.0044
2012051721 0 0 0.0044
2012051722 0 0 0.0044
2012051723 0 0 0.0044
2012051800 0 0 0.0044
2012051801 0 0 0.0044
2012051802 0 0 0.0044
2012051803 0 0 0.0044
2012051804 0 0.0112 0.0044
2012051805 0 0.0702 0.005
2012051806 0 0.166 0.0044
2012051807 0 0.2394 0.0044
2012051808 0 0.2378 0.0044
2012051809 0 0.442 0.0044
2012051810 0 0.4309 0.0039
2012051811 0 0.3176 0.0039
2012051812 0 0.442 0.0039
2012051813 0 0.1628 0.0039
2012051814 0 0.0319 0.0039
2012051815 0 0.0415 0.0039
2012051816 0 0.067 0.0039
2012051817 0 0.0351 0.0039
2012051818 0 0.0048 0.0039
2012051819 0 0 0.0039
2012051820 0 0 0.0039
2012051821 0 0 0.0039
2012051822 0 0 0.0039
2012051823 0 0 0.0039
2012051900 0 0 0.0039
2012051901 0 0 0.0039
2012051902 0 0 0.0039
2012051903 0 0 0.0039
2012051904 0.2 0.0101 0.0039
2012051905 0.1 0.0605 0.0039
2012051906 0 0.1428 0.0039
2012051907 0 0.2805 0.0039
2012051908 0 0.4014 0.0039
2012051909 0 0.3426 0.0039
2012051910 0 0.4787 0.0039
2012051911 0 0.2687 0.0033
2012051912 0 0.3225 0.0033
2012051913 0 0.4115 0.0033
2012051914 0 0.3275 0.0033
2012051915 0 0.2553 0.0033
2012051916 0 0.2251 0.0033
2012051917 0 0.1209 0.0033
2012051918 0 0.0504 0.0033
2012051919 0 0.0017 0.0033
2012051920 0 0 0.0033
2012051921 0 0 0.0033
2012051922 0 0 0.0033
2012051923 0 0 0.0033
2012052000 0 0 0.0033
2012052001 0 0 0.0033
2012052002 0 0 0.0033
2012052003 0 0.0018 0.0033
2012052004 0 0.0301 0.0033
2012052005 0 0.0743 0.0033
2012052006 0 0.2476 0.0033
2012052007 0 0.2741 0.0033
2012052008 0 0.4032 0.0033
2012052009 0 0.2918 0.0033
2012052010 0 0.4085 0.0033
2012052011 0 0.5093 0.0033
2012052012 0 0.4032 0.0033
2012052013 0 0.481 0.0028
2012052014 0 0.428 0.0028
2012052015 0 0.3236 0.0028
2012052016 0 0.2051 0.0028
2012052017 0 0.0937 0.0028
2012052018 0 0.023 0.0028
2012052019 0 0.0018 0.0028
2012052020 2.1 0 0.0039
2012052021 0 0 0.0039
2012052022 0 0 0.0039
2012052023 0 0 0.0039
2012052100 0 0 0.0039
2012052101 0 0 0.0039
2012052102 0 0 0.0039
2012052103 0 0.0037 0.0033
2012052104 0 0.0461 0.0033
2012052105 0 0.12 0.0033
2012052106 0 0.2085 0.0033
2012052107 0 0.2381 0.0033
2012052108 0 0.3433 0.0033
2012052109 0 0.4632 0.0033
2012052110 0 0.5149 0.0033
2012052111 0 0.4522 0.0028
2012052112 0 0.2639 0.0028
2012052113 0 0.3322 0.0028
2012052114 0 0.1606 0.0028
2012052115 0 0.2436 0.0028
2012052116 0 0.2455 0.0028
2012052117 0 0.1218 0.0028
2012052118 0 0.0388 0.0028
2012052119 0 0.0037 0.0028
2012052120 0 0 0.0028
2012052121 0 0 0.0028
2012052122 0 0 0.0028
2012052123 0 0 0.0028
2012052200 0 0 0.0028
2012052201 0 0 0.0029
2012052202 0 0 0.0029
2012052203 0 0.0037 0.0029
2012052204 0 0.0431 0.0028
2012052205 0 0.118 0.0028
2012052206 0 0.2266 0.0029
2012052207 0 0.3427 0.0028
2012052208 0 0.4382 0.0028
2012052209 0 0.5112 0.0026
2012052210 0 0.5506 0.0026
2012052211 0 0.5655 0.0024
2012052212 0 0.5506 0.0023
2012052213 0 0.5112 0.0022
2012052214 0 0.4625 0.0022
2012052215 0 0.2715 0.002
2012052216 0 0.2285 0.002
2012052217 0 0.1292 0.0019
2012052218 0 0.0431 0.002
2012052219 0 0.0037 0.0021
2012052220 0 0 0.0022
2012052221 0 0 0.0022
2012052222 0 0 0.0022
2012052223 0 0 0.0022
2012052300 0 0 0.0023
2012052301 0 0 0.0022
2012052302 0 0 0.0023
2012052303 0 0.0037 0.0023
2012052304 0 0.0672 0.0023
2012052305 0 0.1326 0.0024
2012052306 0 0.226 0.0023
2012052307 0 0.3287 0.0023
2012052308 0 0.4184 0.0023
2012052309 0 0.4856 0.0022
2012052310 0 0.5361 0.0022
2012052311 0 0.5492 0.0021
2012052312 0 0.5417 0.0019
2012052313 0 0.5043 0.0018
2012052314 0 0.2372 0.0017
2012052315 0 0.0486 0.0017
2012052316 0.5 0.0093 0.0017
2012052317 0.6 0.0037 0.0018
2012052318 0 0.0056 0.0018
2012052319 0 0.0019 0.0019
2012052320 0 0 0.0019
2012052321 0 0 0.0019
2012052322 0 0 0.002
2012052323 0 0 0.002
2012052400 0 0 0.0021
2012052401 0 0 0.002
2012052402 0 0 0.0022
2012052403 0 0.0055 0.0022
2012052404 0 0.0386 0.0022
2012052405 0 0.1104 0.0021
2012052406 0 0.2281 0.0021
2012052407 0 0.3367 0.0021
2012052408 0 0.4324 0.0021
2012052409 0 0.506 0.0021
2012052410 0 0.5427 0.002
2012052411 0 0.5611 0.0019
2012052412 0 0.5483 0.0017
2012052413 0 0.506 0.0017
2012052414 0 0.4416 0.0015
2012052415 0 0.3588 0.0016
2012052416 0 0.2576 0.0015
2012052417 0 0.1564 0.0014
2012052418 0 0.0644 0.0015
2012052419 0 0.0055 0.0013
2012052420 0 0 0.0016
2012052421 0 0 0.0016
2012052422 0 0 0.0016
2012052423 0 0 0.0017
2012052500 0 0 0.0017
2012052501 0 0 0.0017
2012052502 0 0 0.0017
2012052503 0 0.0055 0.0017
2012052504 0 0.0583 0.0017
2012052505 0 0.1494 0.0017
2012052506 0 0.2569 0.0017
2012052507 0 0.3589 0.0017
2012052508 0 0.4518 0.0017
2012052509 0 0.5229 0.0017
2012052510 0 0.5666 0.0016
2012052511 0 0.583 0.0014
2012052512 0 0.5666 0.0013
2012052513 0 0.5193 0.0012
2012052514 0 0.45 0.0012
2012052515 0 0.3589 0.0012
2012052516 0 0.235 0.0011
2012052517 0 0.1512 0.0012
2012052518 0 0.0601 0.0012
2012052519 0 0.0055 0.0013
2012052520 0 0 0.0013
2012052521 0 0 0.0014
2012052522 0 0 0.0014
2012052523 0 0 0.0015
2012052600 0 0 0.0015
2012052601 0 0 0.0017
2012052602 0 0 0.0016
2012052603 0 0.0054 0.0017
2012052604 0 0.0576 0.0017
2012052605 0 0.1494 0.0017
2012052606 0 0.2556 0.0017
2012052607 0 0.3583 0.0017
2012052608 0 0.4483 0.0017
2012052609 0 0.5167 0.0017
2012052610 0 0.5617 0.0016
2012052611 0 0.5743 0.0014
2012052612 0 0.5635 0.0013
2012052613 0 0.5167 0.0013
2012052614 0 0.4483 0.0012
2012052615 0 0.3619 0.0011
2012052616 0 0.2448 0.0012
2012052617 0 0.1602 0.0011
2012052618 0 0.0702 0.0011
2012052619 0 0.0072 0.0012
2012052620 0 0 0.0012
2012052621 0 0 0.0013
2012052622 0 0 0.0013
2012052623 0 0 0.0014
2012052700 0 0 0.0015
2012052701 0 0 0.0015
2012052702 0 0 0.0014
2012052703 0 0.0072 0.0015
2012052704 0 0.0543 0.0016
2012052705 0 0.1449 0.0017
2012052706 0 0.2209 0.0016
2012052707 0 0.1938 0.0016
2012052708 0 0.3078 0.0016
2012052709 0 0.4147 0.0016
2012052710 0 0.498 0.0015
2012052711 0 0.4853 0.0014
2012052712 0 0.5722 0.0013
2012052713 0 0.5052 0.0013
2012052714 0 0.4419 0.0012
2012052715 0 0.3097 0.0012
2012052716 0 0.1883 0.0012
2012052717 0 0.1286 0.0012
2012052718 0 0.0217 0.0012
2012052719 0 0.0054 0.0012
2012052720 0 0 0.0013
2012052721 0 0 0.0013
2012052722 0 0 0.0013
2012052723 0 0 0.0014
2012052800 0 0 0.0015
2012052801 0 0 0.0014
2012052802 0 0 0.0014
2012052803 0 0.0035 0.0015
2012052804 0 0.0193 0.0016
2012052805 0 0.0527 0.0016
2012052806 0 0.0949 0.0017
2012052807 0 0.2003 0.0017
2012052808 0 0.4146 0.0017
2012052809 0 0.4778 0.0016
2012052810 0 0.5147 0.0015
2012052811 0 0.4076 0.0015
2012052812 0 0.2073 0.0014
2012052813 0 0.4339 0.0013
2012052814 0 0.3566 0.0013
2012052815 0 0.3478 0.0012
2012052816 0 0.2372 0.0012
2012052817 0 0.1581 0.0011
2012052818 0 0.0668 0.0012
2012052819 0 0.007 0.0012
2012052820 0 0 0.0011
2012052821 0 0 0.0012
2012052822 0 0 0.0013
2012052823 0 0 0.0013
2012052900 0 0 0.0013
2012052901 0 0 0.0014
2012052902 0 0 0.0014
2012052903 0 0.0017 0.0015
2012052904 0 0.0167 0.0015
2012052905 0 0.04 0.0015
2012052906 0 0.1051 0.0015
2012052907 0 0.1434 0.0015
2012052908 0 0.1751 0.0014
2012052909 0 0.2668 0.0015
2012052910 0 0.4069 0.0015
2012052911 0 0.4185 0.0014
2012052912 0 0.4202 0.0014
2012052913 0 0.3902 0.0013
2012052914 0 0.3752 0.0013
2012052915 0 0.2818 0.0012
2012052916 0 0.1284 0.0012
2012052917 0 0.085 0.0011
2012052918 0 0.04 0.0013
2012052919 0 0.005 0.0012
2012052920 0 0 0.0013
2012052921 0 0 0.0012
2012052922 0 0 0.0012
2012052923 0 0 0.0013
2012053000 0 0 0.0013
2012053001 0 0 0.0013
2012053002 0 0 0.0013
2012053003 0 0.0034 0.0013
2012053004 0 0.0337 0.0013
2012053005 0 0.1398 0.0014
2012053006 0 0.2039 0.0014
2012053007 0 0.2949 0.0013
2012053008 0 0.4111 0.0014
2012053009 0 0.46 0.0013
2012053010 0 0.4954 0.0013
2012053011 0 0.3134 0.0013
2012053012 0 0.4903 0.0012
2012053013 0 0.4061 0.0012
2012053014 0 0.2409 0.0011
2012053015 0 0.1971 0.0012
2012053016 0 0.1533 0.0011
2012053017 0 0.1247 0.0011
2012053018 0 0.027 0.0011
2012053019 0 0.0051 0.0011
2012053020 0 0 0.0012
2012053021 0 0 0.0012
2012053022 0 0 0.0012
2012053023 0 0 0.0012
2012053100 0 0 0.0012
2012053101 0 0 0.0013
2012053102 0 0 0.0013
2012053103 0 0.0017 0.0013
2012053104 0 0.0083 0.0013
2012053105 0.2 0.0317 0.0014
2012053106 0.3 0.04 0.0014
2012053107 1.9 0.055 0.0015
2012053108 0 0.1933 0.0016
2012053109 0 0.1483 0.0017
2012053110 0 0.1717 0.0017
2012053111 0 0.15 0.0015
2012053112 0 0.1967 0.0016
2012053113 0 0.175 0.0016
2012053114 0 0.0833 0.0017
2012053115 0.6 0.0583 0.0017
2012053116 0.4 0.045 0.0017
2012053117 0.4 0.0283 0.0017
2012053118 1.5 0.0083 0.0018
2012053119 0.5 0.005 0.0023
2012053120 0 0 0.0025
2012053121 0 0 0.0026
2012053122 0 0 0.0026
2012053123 0 0 0.0024
2012060100 0 0 0.0024
2012060101 0 0 0.0022
2012060102 0 0 0.0021
2012060103 0 0.0031 0.002
2012060104 0 0.0186 0.0019
2012060105 0 0.0776 0.0019
2012060106 0 0.0885 0.0017
2012060107 0 0.1227 0.0018
2012060108 0 0.1102 0.0017
2012060109 0 0.1693 0.0016
2012060110 0 0.3075 0.0016
2012060111 0 0.2562 0.0015
2012060112 0 0.1848 0.0016
2012060113 0 0.1366 0.0016
2012060114 0 0.2081 0.0015
2012060115 0 0.1196 0.0014
2012060116 0 0.1025 0.0014
2012060117 0 0.0528 0.0014
2012060118 0 0.0388 0.0014
2012060119 0 0.0031 0.0013
2012060120 0 0 0.0013
2012060121 0 0 0.0014
2012060122 0 0 0.0014
2012060123 0 0 0.0014
2012060200 0 0 0.0014
2012060201 0 0 0.0014
2012060202 0 0 0.0014
2012060203 0 0.0075 0.0014
2012060204 0 0.0329 0.0015
2012060205 0 0.0808 0.0014
2012060206 0 0.1093 0.0015
2012060207 0 0.2859 0.0015
2012060208 0 0.1781 0.0015
2012060209 0 0.3622 0.0015
2012060210 0 0.2709 0.0014
2012060211 0 0.2709 0.0013
2012060212 0 0.2784 0.0013
2012060213 0 0.2993 0.0012
2012060214 0 0.3921 0.0012
2012060215 0 0.3128 0.0012
2012060216 0 0.214 0.0012
2012060217 0 0.1407 0.0013
2012060218 0 0.0554 0.0011
2012060219 0 0.009 0.0012
2012060220 0 0 0.0012
2012060221 0 0 0.0013
2012060222 0 0 0.0012
2012060223 0 0 0.0013
2012060300 0 0 0.0013
2012060301 0 0 0.0013
2012060302 0.1 0 0.0013
2012060303 0.2 0.0014 0.0014
2012060304 0.3 0.0113 0.0014
2012060305 0.4 0.0211 0.0014
2012060306 0.1 0.0563 0.0015
2012060307 1.2 0.0437 0.0015
2012060308 1.1 0.0451 0.0018
2012060309 1.6 0.0437 0.0023
2012060310 0.8 0.0563 0.0031
2012060311 0.2 0.0831 0.0038
2012060312 0 0.0577 0.0038
2012060313 0 0.038 0.0036
2012060314 0.1 0.0296 0.0034
2012060315 0.7 0.0437 0.0029
2012060316 0 0.0324 0.0028
2012060317 0 0.0211 0.0027
2012060318 0 0.0127 0.0025
2012060319 0 0.0028 0.0024
2012060320 0 0 0.0024
2012060321 0 0 0.0023
2012060322 0 0 0.0021
2012060323 0 0 0.0021
2012060400 0 0 0.002
2012060401 0 0 0.0019
2012060402 0 0 0.002
2012060403 0 0.0027 0.0019
2012060404 0 0.0149 0.0019
2012060405 0 0.023 0.0019
2012060406 0 0.046 0.0019
2012060407 0 0.0555 0.0019
2012060408 0 0.0596 0.0019
2012060409 0.8 0.0636 0.0019
2012060410 1.9 0.0542 0.002
2012060411 2.1 0.0609 0.0028
2012060412 1.3 0.0623 0.0044
2012060413 1.1 0.0528 0.0053
2012060414 1.6 0.0393 0.0065
2012060415 1.3 0.0528 0.0074
2012060416 0.1 0.0447 0.0076
2012060417 0.4 0.0406 0.0069
2012060418 0 0.0217 0.0065
2012060419 0.1 0.0054 0.006
2012060420 0 0 0.0056
2012060421 0 0 0.0053
2012060422 0 0 0.0051
2012060423 0 0 0.0048
2012060500 0 0 0.0048
2012060501 0 0 0.0047
2012060502 0 0 0.0048
2012060503 0.1 0.003 0.0048
2012060504 0 0.0376 0.0051
2012060505 0 0.1159 0.0051
2012060506 0 0.2062 0.0049
2012060507 0 0.3025 0.0051
2012060508 0 0.2137 0.0049
2012060509 0 0.158 0.0047
2012060510 0 0.2077 0.0047
2012060511 0 0.161 0.0044
2012060512 0 0.3175 0.0043
2012060513 0 0.3341 0.0043
2012060514 0 0.2664 0.0042
2012060515 0 0.1836 0.0041
2012060516 0 0.1881 0.0041
2012060517 0 0.143 0.0038
2012060518 0 0.0572 0.0038
2012060519 0 0.0045 0.0038
2012060520 0 0 0.0038
2012060521 0 0 0.0037
2012060522 0 0 0.0038
2012060523 0 0 0.0037
2012060600 0 0 0.0037
2012060601 0 0 0.0037
2012060602 0 0 0.0037
2012060603 0.1 0.0016 0.0037
2012060604 0.4 0.0159 0.0037
2012060605 1 0.0365 0.0037
2012060606 0.3 0.0762 0.0039
2012060607 0.4 0.081 0.0042
2012060608 2.2 0.0571 0.0044
2012060609 0.7 0.0492 0.0058
2012060610 0.3 0.0746 0.0066
2012060611 1.9 0.0683 0.0068
2012060612 0 0.1476 0.008
2012060613 0 0.1365 0.0076
2012060614 0 0.2635 0.0074
2012060615 0 0.219 0.0069
2012060616 0 0.1286 0.0065
2012060617 0 0.0937 0.0062
2012060618 0 0.0444 0.006
2012060619 0 0.0063 0.0059
2012060620 0 0 0.0058
2012060621 0 0 0.0058
2012060622 0 0 0.0059
2012060623 0 0 0.006
2012060700 0.1 0 0.0062
2012060701 0 0 0.0062
2012060702 0 0 0.0063
2012060703 0 0.0069 0.0063
2012060704 0 0.0464 0.0062
2012060705 0 0.1083 0.0062
2012060706 0 0.1272 0.006
2012060707 0 0.2285 0.0059
2012060708 0 0.2698 0.0058
2012060709 0 0.354 0.0058
2012060710 0 0.4588 0.0058
2012060711 0 0.531 0.0056
2012060712 0 0.4983 0.0055
2012060713 0 0.409 0.0055
2012060714 0 0.3523 0.0053
2012060715 0 0.1254 0.0053
2012060716 0.1 0.0619 0.0052
2012060717 0.4 0.0155 0.0053
2012060718 1.3 0.0052 0.0053
2012060719 2.6 0.0017 0.0062
2012060720 0.3 0 0.008
2012060721 0 0 0.0084
2012060722 0 0 0.0082
2012060723 1.4 0 0.008
2012060800 0 0 0.0082
2012060801 0 0 0.0079
2012060802 0 0 0.0076
2012060803 0 0.0069 0.0072
2012060804 0 0.0516 0.0072
2012060805 0 0.1341 0.0071
2012060806 0 0.2511 0.0071
2012060807 0 0.3113 0.0071
2012060808 0 0.2752 0.0072
2012060809 0 0.3526 0.0072
2012060810 0.1 0.3801 0.0072
2012060811 0 0.4833 0.0071
2012060812 0.8 0.387 0.0071
2012060813 0 0.3336 0.0068
2012060814 0 0.4489 0.0068
2012060815 0 0.2889 0.0068
2012060816 0 0.1668 0.0066
2012060817 0 0.1703 0.0065
2012060818 0 0.0516 0.0063
2012060819 0 0.0069 0.0063
2012060820 0 0 0.0062
2012060821 0 0 0.006
2012060822 0 0 0.0059
2012060823 0 0 0.0059
2012060900 0 0 0.0059
2012060901 0 0 0.0059
2012060902 0 0 0.0059
2012060903 0 0.0064 0.0059
2012060904 0 0.0515 0.0059
2012060905 0 0.1031 0.0058
2012060906 0 0.2046 0.0058
2012060907 0 0.2319 0.0055
2012060908 0 0.2819 0.0055
2012060909 0 0.182 0.0053
2012060910 0 0.3801 0.0052
2012060911 0 0.3012 0.0051
2012060912 0 0.1981 0.0049
2012060913 0 0.153 0.0048
2012060914 0 0.0966 0.0047
2012060915 0 0.0966 0.0044
2012060916 0.1 0.0258 0.0044
2012060917 0 0.066 0.0044
2012060918 0 0.0161 0.0044
2012060919 0 0.0048 0.0043
2012060920 0 0 0.0043
2012060921 0 0 0.0043
2012060922 0 0 0.0043
2012060923 0 0 0.0042
2012061000 0 0 0.0042
2012061001 0 0 0.0042
2012061002 0 0 0.0041
2012061003 0 0.0066 0.0041
2012061004 0 0.0344 0.0038
2012061005 0 0.0934 0.0039
2012061006 0 0.2082 0.0038
2012061007 0 0.3311 0.0038
2012061008 0 0.4 0.0037
2012061009 0 0.4066 0.0037
2012061010 0 0.5049 0.0036
2012061011 0 0.5131 0.0035
2012061012 0 0.5115 0.0033
2012061013 0 0.2705 0.0034
2012061014 0 0.2393 0.0033
2012061015 0 0.3377 0.0032
2012061016 0 0.1934 0.0032
2012061017 0 0.0574 0.0032
2012061018 0 0.077 0.0032
2012061019 0 0.0148 0.0031
2012061020 0 0 0.0031
2012061021 0 0 0.0031
2012061022 0 0 0.0031
2012061023 0 0 0.0031
2012061100 0 0 0.0029
2012061101 0 0 0.0029
2012061102 0 0 0.0029
2012061103 0 0.005 0.0029
2012061104 0 0.0299 0.0029
2012061105 0 0.0931 0.0028
2012061106 0 0.1812 0.0028
2012061107 0 0.3158 0.0028
2012061108 0 0.374 0.0029
2012061109 0 0.2793 0.0028
2012061110 0 0.4123 0.0028
2012061111 0 0.4538 0.0026
2012061112 0 0.4073 0.0026
2012061113 0 0.2178 0.0025
2012061114 0 0.1762 0.0025
2012061115 0 0.0864 0.0024
2012061116 0 0.1014 0.0025
2012061117 0 0.0449 0.0025
2012061118 0 0.0199 0.0024
2012061119 0 0.0017 0.0024
2012061120 0 0 0.0024
2012061121 0 0 0.0024
2012061122 0 0 0.0025
2012061123 0 0 0.0025
2012061200 0 0 0.0024
2012061201 0 0 0.0025
2012061202 0 0 0.0026
2012061203 0 0.0016 0.0025
2012061204 0 0.0193 0.0026
2012061205 0 0.0386 0.0025
2012061206 0 0.066 0.0025
2012061207 0 0.0934 0.0025
2012061208 0 0.2029 0.0024
2012061209 0 0.3027 0.0024
2012061210 0 0.3108 0.0024
2012061211 0 0.322 0.0024
2012061212 0 0.3768 0.0023
2012061213 0 0.3687 0.0022
2012061214 0 0.3269 0.0022
2012061215 0 0.1723 0.0021
2012061216 0 0.0564 0.0021
2012061217 0 0.0805 0.002
2012061218 0 0.0483 0.002
2012061219 0 0.0129 0.0019
2012061220 0 0 0.002
2012061221 0 0 0.002
2012061222 0 0 0.002
2012061223 0 0 0.002
2012061300 0 0 0.002
2012061301 0 0 0.0019
2012061302 0 0 0.002
2012061303 0 0.0062 0.002
2012061304 0 0.0524 0.002
2012061305 0 0.1017 0.002
2012061306 0 0.1972 0.0019
2012061307 0 0.191 0.0019
2012061308 0 0.1941 0.0019
2012061309 0 0.2018 0.0019
2012061310 0 0.285 0.0018
2012061311 0 0.2419 0.0017
2012061312 0 0.1895 0.0018
2012061313 0 0.1325 0.0017
2012061314 0 0.1356 0.0017
2012061315 0 0.1402 0.0017
2012061316 0 0.1186 0.0017
2012061317 0 0.0724 0.0017
2012061318 0 0.0308 0.0016
2012061319 0 0.0092 0.0016
2012061320 0 0 0.0016
2012061321 0 0 0.0017
2012061322 0 0 0.0017
2012061323 0 0 0.0017
2012061400 0 0 0.0016
2012061401 0 0 0.0016
2012061402 0 0 0.0015
2012061403 0 0.0062 0.0016
2012061404 0 0.0326 0.0016
2012061405 0 0.0839 0.0017
2012061406 0 0.1989 0.0016
2012061407 0 0.2129 0.0017
2012061408 0 0.3061 0.0017
2012061409 0 0.2828 0.0016
2012061410 0 0.4366 0.0016
2012061411 0 0.3527 0.0015
2012061412 0 0.3123 0.0015
2012061413 0 0.3139 0.0014
2012061414 0 0.2113 0.0013
2012061415 0 0.1538 0.0013
2012061416 0 0.0808 0.0013
2012061417 0 0.0637 0.0013
2012061418 0 0.042 0.0013
2012061419 0 0.0093 0.0014
2012061420 0 0 0.0014
2012061421 0 0 0.0014
2012061422 0 0 0.0014
2012061423 0 0 0.0013
2012061500 0 0 0.0014
2012061501 0 0 0.0014
2012061502 0 0 0.0015
2012061503 0 0.0051 0.0014
2012061504 0 0.0219 0.0015
2012061505 0 0.027 0.0016
2012061506 0 0.0337 0.0014
2012061507 0 0.0606 0.0015
2012061508 0.1 0.0825 0.0016
2012061509 1.2 0.0708 0.0017
2012061510 0.6 0.1095 0.0017
2012061511 0.5 0.1162 0.0018
2012061512 0.1 0.1331 0.0017
2012061513 0 0.1398 0.0018
2012061514 0 0.1381 0.0018
2012061515 0 0.0943 0.0018
2012061516 0.2 0.0253 0.0018
2012061517 0 0.032 0.0018
2012061518 2.9 0.0067 0.002
2012061519 0.1 0.0034 0.0027
2012061520 0.3 0 0.0028
2012061521 0.5 0 0.0032
2012061522 0.2 0 0.0036
2012061523 0.1 0 0.0035
2012061600 0 0 0.0033
2012061601 0.1 0 0.0029
2012061602 0.6 0 0.0028
2012061603 0.2 0.0033 0.0028
2012061604 0.3 0.0181 0.0028
2012061605 0 0.069 0.0028
2012061606 0 0.1183 0.0028
2012061607 0 0.161 0.0027
2012061608 0 0.1675 0.0027
2012061609 0 0.1955 0.0027
2012061610 0 0.2562 0.0025
2012061611 0 0.1725 0.0024
2012061612 0.3 0.1133 0.0024
2012061613 2.3 0.0641 0.0024
