"date" "P" "ETpot" "Q"
2011092708 0 0.1101 0.005
2011092709 0 0.2117 0.005
2011092710 0 0.2203 0.005
2011092711 0 0.2117 0.005
2011092712 0 0.3046 0.005
2011092713 0 0.2495 0.005
2011092714 0 0.2065 0.005
2011092715 0 0.1239 0.005
2011092716 0 0.0327 0.005
2011092717 0 0.0017 0.005
2011092718 0 0 0.005
2011092719 0 0 0.0044
2011092720 0 0 0.005
2011092721 0 0 0.005
2011092722 0 0 0.0044
2011092723 0 0 0.0044
2011092800 0 0 0.0044
2011092801 0 0 0.005
2011092802 0 0 0.005
2011092803 0 0 0.005
2011092804 0 0 0.0044
2011092805 0 0.005 0.005
2011092806 0 0.05 0.005
2011092807 0 0.1333 0.005
2011092808 0 0.2167 0.005
2011092809 0 0.2683 0.005
2011092810 0 0.3067 0.005
2011092811 0 0.3333 0.005
2011092812 0 0.3217 0.0044
2011092813 0 0.285 0.0044
2011092814 0 0.21 0.0044
2011092815 0 0.125 0.0044
2011092816 0 0.0433 0.0044
2011092817 0 0.0017 0.0044
2011092818 0 0 0.0044
2011092819 0 0 0.0044
2011092820 0 0 0.0044
2011092821 0 0 0.0044
2011092822 0 0 0.0044
2011092823 0 0 0.0044
2011092900 0 0 0.0044
2011092901 0 0 0.0044
2011092902 0 0 0.0044
2011092903 0 0 0.0044
2011092904 0 0 0.0044
2011092905 0 0.0034 0.0044
2011092906 0 0.0446 0.0044
2011092907 0 0.1253 0.0044
2011092908 0 0.2043 0.0044
2011092909 0 0.2712 0.0044
2011092910 0 0.3175 0.0044
2011092911 0 0.3433 0.0044
2011092912 0 0.3313 0.0044
2011092913 0 0.2849 0.0044
2011092914 0 0.2146 0.0044
2011092915 0 0.1236 0.0044
2011092916 0 0.036 0.0044
2011092917 0 0 0.0044
2011092918 0 0 0.0044
2011092919 0 0 0.0044
2011092920 0 0 0.0044
2011092921 0 0 0.0044
2011092922 0 0 0.0044
2011092923 0 0 0.0044
2011093000 0 0 0.0044
2011093001 0 0 0.0044
2011093002 0 0 0.0044
2011093003 0 0 0.0039
2011093004 0 0 0.0044
2011093005 0 0.0052 0.0044
2011093006 0 0.0551 0.0044
2011093007 0 0.136 0.0044
2011093008 0 0.2238 0.0044
2011093009 0 0.2892 0.0044
2011093010 0 0.3306 0.0044
2011093011 0 0.3495 0.0039
2011093012 0 0.3323 0.0039
2011093013 0 0.2892 0.0039
2011093014 0 0.2204 0.0039
2011093015 0 0.1326 0.0039
2011093016 0 0.0362 0.0039
2011093017 0 0 0.0039
2011093018 0 0 0.0039
2011093019 0 0 0.0039
2011093020 0 0 0.0039
2011093021 0 0 0.0039
2011093022 0 0 0.0039
2011093023 0 0 0.0039
2011100100 0 0 0.0039
2011100101 0 0 0.0039
2011100102 0 0 0.0039
2011100103 0 0 0.0039
2011100104 0 0 0.0039
2011100105 0 0.0034 0.0039
2011100106 0 0.0469 0.0039
2011100107 0 0.1273 0.0039
2011100108 0 0.2078 0.0039
2011100109 0 0.2731 0.0039
2011100110 0 0.3066 0.0039
2011100111 0 0.3251 0.0039
2011100112 0 0.31 0.0039
2011100113 0 0.2681 0.0039
2011100114 0 0.196 0.0039
2011100115 0 0.1072 0.0039
2011100116 0 0.0285 0.0039
2011100117 0 0 0.0039
2011100118 0 0 0.0039
2011100119 0 0 0.0039
2011100120 0 0 0.0039
2011100121 0 0 0.0039
2011100122 0 0 0.0039
2011100123 0 0 0.0039
2011100200 0 0 0.0039
2011100201 0 0 0.0039
2011100202 0 0 0.0039
2011100203 0 0 0.0039
2011100204 0 0 0.0039
2011100205 0 0.0033 0.0039
2011100206 0 0.028 0.0039
2011100207 0 0.0807 0.0039
2011100208 0 0.145 0.0039
2011100209 0 0.2554 0.0039
2011100210 0 0.2949 0.0039
2011100211 0 0.3147 0.0039
2011100212 0 0.2998 0.0039
2011100213 0 0.2554 0.0039
2011100214 0 0.1928 0.0039
2011100215 0 0.1054 0.0039
2011100216 0 0.0247 0.0039
2011100217 0 0 0.0039
2011100218 0 0 0.0039
2011100219 0 0 0.0039
2011100220 0 0 0.0039
2011100221 0 0 0.0039
2011100222 0 0 0.0039
2011100223 0 0 0.0039
2011100300 0 0 0.0039
2011100301 0 0 0.0039
2011100302 0 0 0.0039
2011100303 0 0 0.0039
2011100304 0 0 0.0039
2011100305 0 0.0035 0.0039
2011100306 0 0.039 0.0039
2011100307 0 0.1419 0.0039
2011100308 0 0.1756 0.0039
2011100309 0 0.2572 0.0039
2011100310 0 0.2909 0.0039
2011100311 0 0.3193 0.0039
2011100312 0 0.2537 0.0039
2011100313 0 0.181 0.0039
2011100314 0 0.1543 0.0039
2011100315 0 0.0603 0.0039
2011100316 0 0.0231 0.0039
2011100317 0 0 0.0039
2011100318 0 0 0.0039
2011100319 0 0 0.0039
2011100320 0 0 0.0039
2011100321 0 0 0.0039
2011100322 0 0 0.0039
2011100323 0 0 0.0039
2011100400 0 0 0.0039
2011100401 0 0 0.0039
2011100402 0 0 0.0039
2011100403 0 0 0.0039
2011100404 0 0 0.0039
2011100405 0 0.0017 0.0039
2011100406 0 0.0182 0.0039
2011100407 0 0.0248 0.0039
2011100408 0 0.0282 0.0039
2011100409 0 0.0398 0.0039
2011100410 0 0.0497 0.0039
2011100411 0 0.0894 0.0039
2011100412 0 0.0861 0.0039
2011100413 0 0.1673 0.0039
2011100414 0 0.1789 0.0039
2011100415 0 0.0977 0.0039
2011100416 0 0.0182 0.0039
2011100417 0 0 0.0039
2011100418 0 0 0.0039
2011100419 0 0 0.0039
2011100420 0 0 0.0039
2011100421 0 0 0.0039
2011100422 0 0 0.0039
2011100423 0 0 0.0039
2011100500 0 0 0.0039
2011100501 0 0 0.0039
2011100502 0 0 0.0039
2011100503 0 0 0.0039
2011100504 0 0 0.0039
2011100505 0 0 0.0039
2011100506 0 0.0051 0.0039
2011100507 0.1 0.0393 0.0039
2011100508 0 0.0632 0.0039
2011100509 0 0.0769 0.0039
2011100510 0 0.1077 0.0039
2011100511 0 0.0752 0.0039
2011100512 0 0.1026 0.0039
2011100513 0 0.0462 0.0039
2011100514 0 0.0376 0.0039
2011100515 0 0.0359 0.0039
2011100516 0 0.0103 0.0039
2011100517 0 0 0.0039
2011100518 0 0 0.0039
2011100519 0 0 0.0039
2011100520 0 0 0.0039
2011100521 0 0 0.0039
2011100522 0 0 0.0039
2011100523 0 0 0.0039
2011100600 0 0 0.0039
2011100601 0 0 0.0039
2011100602 0 0 0.0039
2011100603 0 0 0.0039
2011100604 0 0 0.0039
2011100605 0 0 0.0039
2011100606 0 0.011 0.0039
2011100607 0.2 0.0235 0.0039
2011100608 0.1 0.0266 0.0039
2011100609 4.8 0.036 0.0055
2011100610 0.1 0.0705 0.0078
2011100611 0 0.1221 0.0078
2011100612 0 0.1096 0.0078
2011100613 0 0.1049 0.0072
2011100614 0 0.1034 0.0072
2011100615 0 0.0595 0.0066
2011100616 0 0.0329 0.0066
2011100617 0.1 0 0.0061
2011100618 0 0 0.0061
2011100619 0 0 0.0055
2011100620 0 0 0.0055
2011100621 0 0 0.0055
2011100622 0.3 0 0.0055
2011100623 0 0 0.0055
2011100700 0 0 0.0055
2011100701 1.9 0 0.0055
2011100702 0.1 0 0.0061
2011100703 0.6 0 0.0066
2011100704 0.6 0 0.0072
2011100705 1.9 0 0.0083
2011100706 2 0.0089 0.0116
2011100707 1.1 0.0444 0.0133
2011100708 0.3 0.1183 0.0133
2011100709 0 0.1789 0.0122
2011100710 0.3 0.2321 0.0116
2011100711 1.4 0.1212 0.0133
2011100712 0 0.1892 0.0155
2011100713 0.4 0.1124 0.0161
2011100714 0.5 0.0636 0.0155
2011100715 0.1 0.0237 0.015
2011100716 1 0.0074 0.0144
2011100717 1.4 0 0.015
2011100718 0.6 0 0.015
2011100719 0.1 0 0.0161
2011100720 0.3 0 0.0166
2011100721 0 0 0.0166
2011100722 0 0 0.0166
2011100723 0 0 0.0172
2011100800 0 0 0.0166
2011100801 0 0 0.0161
2011100802 0 0 0.0161
2011100803 0 0 0.0161
2011100804 0 0 0.0161
2011100805 0.3 0 0.0161
2011100806 1.5 0.0345 0.0172
2011100807 0 0.0799 0.0172
2011100808 0 0.0799 0.0177
2011100809 1.2 0.0662 0.0183
2011100810 0 0.1006 0.0188
2011100811 0.4 0.0882 0.0194
2011100812 0 0.1296 0.0199
2011100813 0 0.1227 0.0205
2011100814 0 0.1364 0.0205
2011100815 0 0.0538 0.021
2011100816 0 0.0083 0.021
2011100817 0 0 0.021
2011100818 0 0 0.021
2011100819 0.1 0 0.0205
2011100820 0 0 0.0199
2011100821 0 0 0.0199
2011100822 0 0 0.0194
2011100823 0 0 0.0194
2011100900 0 0 0.0194
2011100901 0 0 0.0188
2011100902 0 0 0.0188
2011100903 0 0 0.0183
2011100904 0 0 0.0183
2011100905 0 0.0014 0.0183
2011100906 0 0.0255 0.0177
2011100907 0 0.0922 0.0177
2011100908 0 0.1319 0.0172
2011100909 0 0.1574 0.0177
2011100910 0 0.1589 0.0172
2011100911 0 0.2014 0.0172
2011100912 0 0.1177 0.0172
2011100913 0 0.0738 0.0172
2011100914 1 0.0284 0.0183
2011100915 1 0.0099 0.0199
2011100916 0.1 0.0014 0.0205
2011100917 0.7 0 0.0216
2011100918 0.1 0 0.0222
2011100919 0.4 0 0.0227
2011100920 0.5 0 0.0238
2011100921 0.2 0 0.0249
2011100922 0.1 0 0.026
2011100923 0.4 0 0.0271
2011101000 0.4 0 0.0282
2011101001 0.3 0 0.0305
2011101002 1.3 0 0.0338
2011101003 0.3 0 0.0354
2011101004 0.1 0 0.0371
2011101005 0 0 0.0382
2011101006 0 0.0056 0.0399
2011101007 0 0.026 0.041
2011101008 0 0.0483 0.041
2011101009 0 0.0818 0.0404
2011101010 0 0.1078 0.0399
2011101011 0 0.0651 0.0399
2011101012 0 0.0613 0.0393
2011101013 0.1 0.0502 0.0388
2011101014 0 0.0409 0.0382
2011101015 0 0.0112 0.0382
2011101016 0 0.0019 0.0377
2011101017 0 0 0.0377
2011101018 0 0 0.0366
2011101019 0 0 0.036
2011101020 0 0 0.0354
2011101021 0 0 0.0349
2011101022 0 0 0.0338
2011101023 0 0 0.0332
2011101100 0 0 0.0327
2011101101 0 0 0.0327
2011101102 0.2 0 0.0321
2011101103 0.2 0 0.0321
2011101104 0 0 0.0321
2011101105 0 0 0.0316
2011101106 0 0.0056 0.0316
2011101107 0 0.0097 0.0305
2011101108 0.2 0.0222 0.031
2011101109 0.3 0.0292 0.0305
2011101110 0.1 0.0278 0.0305
2011101111 0 0.0264 0.0305
2011101112 0.3 0.0236 0.0305
2011101113 0.2 0.0153 0.0305
2011101114 1 0.0208 0.0316
2011101115 0.3 0.0181 0.0327
2011101116 0.7 0.0014 0.0349
2011101117 2.2 0 0.0393
2011101118 1.2 0 0.0432
2011101119 0.2 0 0.0449
2011101120 0 0 0.0476
2011101121 0 0 0.0504
2011101122 0 0 0.0526
2011101123 0 0 0.0537
2011101200 1.4 0 0.0548
2011101201 1.9 0 0.0587
2011101202 1.5 0 0.0642
2011101203 2 0 0.0748
2011101204 2.4 0 0.0897
2011101205 1.2 0 0.1058
2011101206 0.9 0.0062 0.1224
2011101207 0.5 0.0292 0.1335
2011101208 0.3 0.0385 0.139
2011101209 0.6 0.0615 0.1423
2011101210 0.5 0.0569 0.1446
2011101211 0.7 0.0615 0.149
2011101212 0.6 0.0431 0.1534
2011101213 0.1 0.0615 0.1556
2011101214 1.2 0.0262 0.159
2011101215 0.9 0.0123 0.1645
2011101216 0.5 0.0031 0.1717
2011101217 0.1 0 0.175
2011101218 0 0 0.175
2011101219 0 0 0.1722
2011101220 0 0 0.1689
2011101221 0 0 0.1628
2011101222 0 0 0.1567
2011101223 0 0 0.1512
2011101300 0 0 0.1457
2011101301 0 0 0.1401
2011101302 0 0 0.1351
2011101303 0 0 0.1307
2011101304 0 0 0.1257
2011101305 0 0 0.1224
2011101306 0 0.0191 0.118
2011101307 0 0.0601 0.1135
2011101308 0 0.0998 0.1091
2011101309 0 0.1927 0.1063
2011101310 0 0.2379 0.1036
2011101311 0 0.2406 0.1014
2011101312 0 0.2037 0.0991
2011101313 0 0.093 0.0964
2011101314 0 0.1135 0.0942
2011101315 0 0.0342 0.0919
2011101316 0 0.0055 0.0903
2011101317 0 0 0.0886
2011101318 0 0 0.0864
2011101319 0 0 0.0831
2011101320 0 0 0.0809
2011101321 0 0 0.0798
2011101322 0 0 0.0781
2011101323 0 0 0.0764
2011101400 0 0 0.0753
2011101401 0 0 0.0742
2011101402 0 0 0.072
2011101403 0 0 0.0709
2011101404 0 0 0.0692
2011101405 0 0 0.0676
2011101406 0 0.0216 0.0665
2011101407 0 0.0823 0.0648
2011101408 0 0.1362 0.0631
2011101409 0 0.1888 0.062
2011101410 0 0.2239 0.0604
2011101411 0 0.2401 0.0593
2011101412 0 0.228 0.0587
2011101413 0 0.1781 0.0576
2011101414 0 0.1335 0.0565
2011101415 0 0.0567 0.0554
2011101416 0 0.0108 0.0548
2011101417 0 0 0.0543
2011101418 0 0 0.0526
2011101419 0 0 0.0521
2011101420 0 0 0.0515
2011101421 0 0 0.0504
2011101422 0 0 0.0498
2011101423 0 0 0.0493
2011101500 0 0 0.0487
2011101501 0 0 0.0476
2011101502 0 0 0.0471
2011101503 0 0 0.0465
2011101504 0 0 0.046
2011101505 0 0 0.0449
2011101506 0 0.0222 0.0449
2011101507 0 0.0849 0.0443
2011101508 0 0.1424 0.0432
2011101509 0 0.1934 0.0421
2011101510 0 0.226 0.0421
2011101511 0 0.2339 0.0415
2011101512 0 0.2169 0.041
2011101513 0 0.1829 0.0399
2011101514 0 0.1267 0.0399
2011101515 0 0.0627 0.0393
2011101516 0 0.0078 0.0388
2011101517 0 0 0.0388
2011101518 0 0 0.0382
2011101519 0 0 0.0377
2011101520 0 0 0.0377
2011101521 0 0 0.0366
2011101522 0 0 0.0366
2011101523 0 0 0.036
2011101600 0 0 0.0354
2011101601 0 0 0.0354
2011101602 0 0 0.0349
2011101603 0 0 0.0349
2011101604 0 0 0.0343
2011101605 0 0 0.0332
2011101606 0 0.0215 0.0332
2011101607 0 0.0818 0.0327
2011101608 0 0.1462 0.0321
2011101609 0 0.1972 0.0321
2011101610 0 0.2281 0.0316
2011101611 0 0.2361 0.031
2011101612 0 0.22 0.0305
2011101613 0 0.1825 0.0299
2011101614 0 0.1234 0.0299
2011101615 0 0.0577 0.0294
2011101616 0 0.0054 0.0294
2011101617 0 0 0.0294
2011101618 0 0 0.0288
2011101619 0 0 0.0282
2011101620 0 0 0.0282
2011101621 0 0 0.0277
2011101622 0 0 0.0271
2011101623 0 0 0.0271
2011101700 0 0 0.0266
2011101701 0 0 0.0266
2011101702 0 0 0.0266
2011101703 0 0 0.0266
2011101704 0 0 0.026
2011101705 0 0 0.026
2011101706 0 0.0193 0.026
2011101707 0 0.0696 0.0255
2011101708 0 0.1096 0.0255
2011101709 0 0.1467 0.0255
2011101710 0 0.1289 0.0255
2011101711 0 0.1422 0.0249
2011101712 0 0.1881 0.0249
2011101713 0 0.1111 0.0249
2011101714 0 0.0622 0.0249
2011101715 0 0.0193 0.0244
2011101716 0 0.003 0.0249
2011101717 0 0 0.0244
2011101718 0 0 0.0249
2011101719 0 0 0.0244
2011101720 0 0 0.0255
2011101721 0 0 0.0255
2011101722 0 0 0.0255
2011101723 0 0 0.0255
2011101800 0 0 0.0255
2011101801 0 0 0.0255
2011101802 0 0 0.0255
2011101803 0 0 0.0255
2011101804 0 0 0.0255
2011101805 0 0 0.026
2011101806 0.5 0.0016 0.026
2011101807 1.5 0.0032 0.0277
2011101808 1.7 0.0143 0.031
2011101809 1.6 0.0191 0.0349
2011101810 0.4 0.0239 0.0366
2011101811 0 0.0398 0.0366
2011101812 0 0.086 0.0371
2011101813 0 0.1433 0.0388
2011101814 0 0.1242 0.0399
2011101815 0 0.0414 0.0404
2011101816 0 0.0032 0.041
2011101817 0 0 0.0415
2011101818 0 0 0.0415
2011101819 0 0 0.0415
2011101820 0 0 0.0415
2011101821 0 0 0.041
2011101822 0 0 0.041
2011101823 0 0 0.041
2011101900 0 0 0.041
2011101901 0 0 0.0404
2011101902 0 0 0.0399
2011101903 0 0 0.0399
2011101904 0 0 0.0393
2011101905 0 0 0.0388
2011101906 0 0.0123 0.0377
2011101907 0 0.0545 0.0371
2011101908 0 0.1225 0.0366
2011101909 0 0.177 0.0354
2011101910 0 0.2056 0.0349
2011101911 0 0.1893 0.0343
2011101912 1.6 0.0776 0.0354
2011101913 0.1 0.0218 0.036
2011101914 0 0.0204 0.0354
2011101915 0 0.0177 0.0354
2011101916 0 0.0014 0.0354
2011101917 0 0 0.0354
2011101918 0 0 0.0354
2011101919 0 0 0.0349
2011101920 0 0 0.0349
2011101921 0 0 0.0349
2011101922 0 0 0.0349
2011101923 0 0 0.0349
2011102000 0 0 0.0349
2011102001 0 0 0.0343
2011102002 0 0 0.0343
2011102003 0 0 0.0343
2011102004 0 0 0.0338
2011102005 0 0 0.0332
2011102006 0 0.0104 0.0327
2011102007 0 0.0521 0.0327
2011102008 0 0.1224 0.0316
2011102009 0 0.1849 0.031
2011102010 0 0.1497 0.0305
2011102011 0 0.1562 0.0305
2011102012 0 0.1523 0.0299
2011102013 0 0.1406 0.0299
2011102014 0.5 0.0221 0.0299
2011102015 0.8 0.0078 0.0299
2011102016 0 0.0013 0.0305
2011102017 0 0 0.0305
2011102018 0 0 0.0305
2011102019 0 0 0.0299
2011102020 0 0 0.0299
2011102021 0 0 0.0305
2011102022 0 0 0.0299
2011102023 0 0 0.0305
2011102100 0 0 0.0305
2011102101 0 0 0.0305
2011102102 0 0 0.0305
2011102103 0 0 0.0305
2011102104 0 0 0.0305
2011102105 0 0 0.0299
2011102106 0 0.0129 0.0299
2011102107 0 0.0696 0.0294
2011102108 0 0.1108 0.0288
2011102109 0 0.1676 0.0288
2011102110 0 0.1946 0.0288
2011102111 0 0.1985 0.0288
2011102112 0 0.1805 0.0288
2011102113 0 0.134 0.0277
2011102114 0 0.0902 0.0277
2011102115 0 0.0374 0.0271
2011102116 0 0.0039 0.0271
2011102117 0 0 0.0266
2011102118 0 0 0.0266
2011102119 0 0 0.026
2011102120 0 0 0.026
2011102121 0 0 0.026
2011102122 0 0 0.0255
2011102123 0 0 0.0255
2011102200 0 0 0.0249
2011102201 0 0 0.0249
2011102202 0 0 0.0249
2011102203 0 0 0.0249
2011102204 0 0 0.0244
2011102205 0 0 0.0244
2011102206 0 0.0118 0.0244
2011102207 0 0.0627 0.0238
2011102208 0 0.1241 0.0238
2011102209 0 0.1738 0.0238
2011102210 0 0.2025 0.0238
2011102211 0 0.2104 0.0233
2011102212 0 0.1973 0.0233
2011102213 0 0.162 0.0227
2011102214 0 0.1084 0.0227
2011102215 0 0.0444 0.0227
2011102216 0 0.0026 0.0227
2011102217 0 0 0.0222
2011102218 0 0 0.0222
2011102219 0 0 0.0222
2011102220 0 0 0.0222
2011102221 0 0 0.0216
2011102222 0 0 0.0216
2011102223 0 0 0.0216
2011102300 0 0 0.0216
2011102301 0 0 0.021
2011102302 0 0 0.021
2011102303 0 0 0.021
2011102304 0 0 0.0205
2011102305 0 0 0.0205
2011102306 0 0.0121 0.0199
2011102307 0 0.0644 0.0199
2011102308 0 0.1261 0.0199
2011102309 0 0.1757 0.0194
2011102310 0 0.2053 0.0194
2011102311 0 0.212 0.0194
2011102312 0 0.1945 0.0188
2011102313 0 0.1596 0.0188
2011102314 0 0.1046 0.0183
2011102315 0 0.0429 0.0188
2011102316 0 0.0027 0.0188
2011102317 0 0 0.0188
2011102318 0 0 0.0183
2011102319 0 0 0.0183
2011102320 0 0 0.0183
2011102321 0 0 0.0183
2011102322 0 0 0.0183
2011102323 0 0 0.0183
2011102400 0 0 0.0177
2011102401 0 0 0.0177
2011102402 0 0 0.0177
2011102403 0 0 0.0177
2011102404 0 0 0.0177
2011102405 0 0 0.0177
2011102406 0 0.0096 0.0177
2011102407 0 0.0606 0.0177
2011102408 0 0.1239 0.0172
2011102409 0 0.1763 0.0172
2011102410 0 0.2079 0.0172
2011102411 0 0.2148 0.0172
2011102412 0 0.1983 0.0172
2011102413 0 0.1611 0.0172
2011102414 0 0.106 0.0166
2011102415 0 0.0399 0.0166
2011102416 0 0.0014 0.0166
2011102417 0 0 0.0166
2011102418 0 0 0.0166
2011102419 0 0 0.0166
2011102420 0 0 0.0161
2011102421 0 0 0.0161
2011102422 0 0 0.0161
2011102423 0 0 0.0155
2011102500 0 0 0.0155
2011102501 0 0 0.0155
2011102502 0 0 0.0155
2011102503 0 0 0.0155
2011102504 0 0 0.015
2011102505 0 0 0.015
2011102506 0 0.0066 0.015
2011102507 0 0.0329 0.015
2011102508 0 0.0428 0.0144
2011102509 0 0.0609 0.0144
2011102510 0 0.0724 0.0144
2011102511 0.8 0.0346 0.0144
2011102512 0.9 0.0329 0.015
2011102513 0.1 0.0576 0.0155
2011102514 0 0.0428 0.0155
2011102515 0 0.0148 0.0155
2011102516 0 0.0016 0.0155
2011102517 0 0 0.0155
2011102518 0 0 0.0155
2011102519 0 0 0.0155
2011102520 0 0 0.015
2011102521 0 0 0.015
2011102522 0 0 0.015
2011102523 0.1 0 0.0155
2011102600 0 0 0.0155
2011102601 0 0 0.015
2011102602 0 0 0.015
2011102603 0 0 0.015
2011102604 0 0 0.015
2011102605 0 0 0.015
2011102606 0 0.0073 0.015
2011102607 0 0.041 0.0144
2011102608 0 0.1053 0.0144
2011102609 0 0.0834 0.0138
2011102610 0 0.0819 0.0138
2011102611 0 0.1287 0.0133
2011102612 0 0.1068 0.0133
2011102613 0 0.1097 0.0133
2011102614 0 0.0951 0.0133
2011102615 0 0.0395 0.0127
2011102616 0 0.0015 0.0127
2011102617 0 0 0.0133
2011102618 0 0 0.0133
2011102619 0 0 0.0133
2011102620 0 0 0.0127
2011102621 0 0 0.0122
2011102622 0 0 0.0122
2011102623 0 0 0.0122
2011102700 0 0 0.0122
2011102701 0 0 0.0122
2011102702 0 0 0.0116
2011102703 0 0 0.0116
2011102704 0 0 0.0116
2011102705 0 0 0.0122
2011102706 0 0.0088 0.0122
2011102707 0 0.0544 0.0122
2011102708 0 0.1029 0.0116
2011102709 0 0.1279 0.0116
2011102710 0 0.1485 0.0116
2011102711 0 0.1794 0.0116
2011102712 0 0.1662 0.0116
2011102713 0 0.1044 0.0111
2011102714 0 0.0691 0.0116
2011102715 0 0.0382 0.0116
2011102716 0 0 0.0116
2011102717 0 0 0.0116
2011102718 0 0 0.0116
2011102719 0 0 0.0116
2011102720 0 0 0.0116
2011102721 0 0 0.0116
2011102722 0 0 0.0111
2011102723 0 0 0.0111
2011102800 0 0 0.0116
2011102801 0 0 0.0111
2011102802 0 0 0.0111
2011102803 0 0 0.0111
2011102804 0 0 0.0111
2011102805 0 0 0.0111
2011102806 0 0.0047 0.0105
2011102807 0 0.0234 0.0105
2011102808 0 0.039 0.0105
2011102809 0 0.092 0.0105
2011102810 0 0.1029 0.01
2011102811 0 0.1716 0.01
2011102812 0 0.1841 0.01
2011102813 0 0.1482 0.01
2011102814 0 0.1014 0.0094
2011102815 0 0.0328 0.01
2011102816 0 0 0.01
2011102817 0 0 0.01
2011102818 0 0 0.01
2011102819 0 0 0.01
2011102820 0 0 0.01
2011102821 0 0 0.01
2011102822 0 0 0.01
2011102823 0 0 0.01
2011102900 0 0 0.0094
2011102901 0 0 0.0094
2011102902 0 0 0.0094
2011102903 0 0 0.01
2011102904 0 0 0.01
2011102905 0 0 0.01
2011102906 0 0.0017 0.01
2011102907 0 0.0102 0.01
2011102908 0 0.0458 0.01
2011102909 0 0.0966 0.01
2011102910 0 0.1017 0.01
2011102911 0 0.1068 0.01
2011102912 0 0.1322 0.0094
2011102913 0 0.0644 0.01
2011102914 0 0.0288 0.0094
2011102915 0 0.0119 0.01
2011102916 0 0 0.01
2011102917 0 0 0.01
2011102918 0 0 0.0105
2011102919 0 0 0.0105
2011102920 0 0 0.0105
2011102921 0 0 0.0105
2011102922 0 0 0.0105
2011102923 0 0 0.0105
2011103000 0 0 0.0105
2011103001 0 0 0.0105
2011103002 0 0 0.0105
2011103003 0 0 0.0105
2011103004 0 0 0.0105
2011103005 0 0 0.0105
2011103006 0 0.0047 0.0105
2011103007 0 0.0497 0.0105
2011103008 0 0.1118 0.0105
2011103009 0 0.0869 0.01
2011103010 0 0.1164 0.01
2011103011 0 0.149 0.01
2011103012 0 0.0605 0.01
2011103013 0 0.059 0.01
2011103014 0 0.045 0.01
2011103015 0 0.0171 0.01
2011103016 0 0 0.01
2011103017 0 0 0.01
2011103018 0 0 0.01
2011103019 0 0 0.01
2011103020 0 0 0.01
2011103021 0 0 0.0094
2011103022 0 0 0.0094
2011103023 0 0 0.0094
2011103100 0 0 0.01
2011103101 0 0 0.0094
2011103102 0 0 0.0094
2011103103 0 0 0.0094
2011103104 0 0 0.0094
2011103105 0 0 0.0094
2011103106 0 0.003 0.0094
2011103107 0 0.0258 0.0094
2011103108 0 0.0774 0.0094
2011103109 0 0.1548 0.0094
2011103110 0 0.1957 0.0094
2011103111 0 0.2003 0.0089
2011103112 0 0.1881 0.0089
2011103113 0 0.1457 0.0089
2011103114 0 0.085 0.0094
2011103115 0 0.0243 0.0094
2011103116 0 0 0.0094
2011103117 0 0 0.0094
2011103118 0 0 0.0094
2011103119 0 0 0.0094
2011103120 0 0 0.0094
2011103121 0 0 0.0094
2011103122 0 0 0.0094
2011103123 0 0 0.0094
2011110100 0 0 0.0094
2011110101 0 0 0.0094
2011110102 0 0 0.0094
2011110103 0 0 0.0094
2011110104 0 0 0.0094
2011110105 0 0 0.0094
2011110106 0 0.0047 0.0094
2011110107 0 0.0441 0.0094
2011110108 0 0.1024 0.0094
2011110109 0 0.134 0.0094
2011110110 0 0.197 0.0094
2011110111 0 0.1938 0.0094
2011110112 0 0.1828 0.0094
2011110113 0 0.1466 0.0094
2011110114 0 0.0804 0.0089
2011110115 0 0.0142 0.0089
2011110116 0 0 0.0089
2011110117 0 0 0.0094
2011110118 0 0 0.0089
2011110119 0 0 0.0089
2011110120 0 0 0.0089
2011110121 0.3 0 0.0089
2011110122 0.2 0 0.0094
2011110123 0 0 0.0094
2011110200 0 0 0.0089
2011110201 0 0 0.0089
2011110202 0 0 0.0089
2011110203 0 0 0.0089
2011110204 0 0 0.0089
2011110205 0 0 0.0089
2011110206 0 0.0014 0.0089
2011110207 0 0.0159 0.0089
2011110208 0 0.0405 0.0089
2011110209 0 0.1027 0.0089
2011110210 0 0.146 0.0089
2011110211 0 0.1142 0.0083
2011110212 0 0.1099 0.0083
2011110213 0 0.0405 0.0089
2011110214 0 0.0188 0.0089
2011110215 0 0.0101 0.0089
2011110216 0 0 0.0089
2011110217 0 0 0.0089
2011110218 0 0 0.0089
2011110219 0 0 0.0094
2011110220 0 0 0.0094
2011110221 0 0 0.0094
2011110222 0 0 0.0094
2011110223 0 0 0.0094
2011110300 0 0 0.0094
2011110301 0 0 0.0094
2011110302 0 0 0.0094
2011110303 0 0 0.0094
2011110304 0 0 0.0094
2011110305 0 0 0.0094
2011110306 0 0.0015 0.0094
2011110307 0 0.0231 0.0094
2011110308 0 0.0633 0.0094
2011110309 0 0.0988 0.0094
2011110310 0 0.0926 0.0094
2011110311 0 0.0864 0.0094
2011110312 0 0.0602 0.0094
2011110313 0 0.0509 0.0094
2011110314 0 0.0185 0.0089
2011110315 0 0.0046 0.0094
2011110316 0 0 0.0089
2011110317 0 0 0.0089
2011110318 0 0 0.0094
2011110319 0 0 0.0089
2011110320 0 0 0.0089
2011110321 0 0 0.0089
2011110322 0 0 0.0089
2011110323 0 0 0.0089
2011110400 0 0 0.0089
2011110401 0 0 0.0083
2011110402 0.2 0 0.0083
